Date,Open,Close,High,Low,Volume
2024-01-02 00:00:00-05:00,151.5399932861328,149.92999267578125,152.3800048828125,148.38999938964844,47339400
2024-01-03 00:00:00-05:00,149.1999969482422,148.47000122070312,151.0500030517578,148.3300018310547,49425500
2024-01-04 00:00:00-05:00,145.58999633789062,144.57000732421875,147.3800048828125,144.0500030517578,56039800
2024-01-05 00:00:00-05:00,144.69000244140625,145.24000549316406,146.58999633789062,144.52999877929688,45124800
2024-01-08 00:00:00-05:00,146.74000549316406,149.10000610351562,149.39999389648438,146.14999389648438,46757100
2024-01-09 00:00:00-05:00,148.3300018310547,151.3699951171875,151.7100067138672,148.2100067138672,43812600
2024-01-10 00:00:00-05:00,152.05999755859375,153.72999572753906,154.4199981689453,151.8800048828125,44421800
2024-01-11 00:00:00-05:00,155.0399932861328,155.17999267578125,157.1699981689453,153.1199951171875,49072700
2024-01-12 00:00:00-05:00,155.38999938964844,154.6199951171875,156.1999969482422,154.00999450683594,40460300
2024-01-16 00:00:00-05:00,153.52999877929688,153.16000366210938,154.99000549316406,152.14999389648438,41384600
2024-01-17 00:00:00-05:00,151.49000549316406,151.7100067138672,152.14999389648438,149.91000366210938,34953400
2024-01-18 00:00:00-05:00,152.77000427246094,153.5,153.77999877929688,151.82000732421875,37850200
2024-01-19 00:00:00-05:00,153.8300018310547,155.33999633789062,155.75999450683594,152.74000549316406,51033700
2024-01-22 00:00:00-05:00,156.88999938964844,154.77999877929688,157.0500030517578,153.89999389648438,43687500
2024-01-23 00:00:00-05:00,154.85000610351562,156.02000427246094,156.2100067138672,153.92999267578125,37986000
2024-01-24 00:00:00-05:00,157.8000030517578,156.8699951171875,158.50999450683594,156.47999572753906,48547300
2024-01-25 00:00:00-05:00,156.9499969482422,157.75,158.50999450683594,154.5500030517578,43638600
2024-01-26 00:00:00-05:00,158.4199981689453,159.1199951171875,160.72000122070312,157.91000366210938,51047400
