Date,Open,Close,High,Low,Volume
2024-01-02 00:00:00-05:00,137.89075472780192,137.51255798339844,138.78646627528045,135.83059690794266,23711200
2024-01-03 00:00:00-05:00,136.59693546241698,138.2589874267578,138.96561577846637,136.42774618072553,24212100
2024-01-04 00:00:00-05:00,137.7613829471732,135.7410430908203,138.49786742539402,135.70124009646156,27137700
2024-01-05 00:00:00-05:00,136.09931838527314,135.08416748046875,136.50737117465926,134.50692540464604,22506000
2024-01-08 00:00:00-05:00,135.6414974529206,138.1793670654297,138.3485563481057,135.61164141398862,21404000
2024-01-09 00:00:00-05:00,137.84100303562764,140.2793426513672,140.81678178118554,137.49266229644218,24759600
2024-01-10 00:00:00-05:00,140.32908858441377,141.60299682617188,142.31957211043382,140.23952047042707,21320200
2024-01-11 00:00:00-05:00,142.80725580814243,141.40396118164062,144.5290199237723,139.97081051510136,24008700
2024-01-12 00:00:00-05:00,141.9911462708172,141.9712371826172,142.51862321173218,141.14519984962567,18768600
2024-01-16 00:00:00-05:00,141.3243377622621,141.81201171875,143.66316210251998,140.77695172665017,22670500
2024-01-17 00:00:00-05:00,140.67745082972024,140.796875,141.16510964915355,138.23909598780784,20968600
2024-01-18 00:00:00-05:00,141.37409852484444,142.7972869873047,143.5238244240393,141.3143864475642,25746400
2024-01-19 00:00:00-05:00,144.05130622298188,145.68350219726562,145.75316122771846,143.69301856100813,33300700
2024-01-22 00:00:00-05:00,146.40006807538688,145.29534912109375,147.68392325601644,145.1460537462961,32200400
2024-01-23 00:00:00-05:00,145.19581015740886,146.34033203125,146.47966526098878,144.80766650412346,21636100
2024-01-24 00:00:00-05:00,147.83320457288815,147.99244689941406,149.1369840368619,147.39531095421805,25233500
2024-01-25 00:00:00-05:00,149.35593119114108,151.14735412597656,152.32174724438246,148.82843911184986,29149100
2024-01-26 00:00:00-05:00,150.38104092093948,151.46585083007812,151.8141763457417,150.29145761811435,26115500
2024-01-29 00:00:00-05:00,151.33645876754892,152.77955627441406,153.04827580027492,150.70945160260163,27784300
2024-01-30 00:00:00-05:00,152.07293911887135,150.73931884765625,152.88902943924788,150.47059932888845,36331800
2024-01-31 00:00:00-05:00,142.93662027544656,139.43338012695312,143.314817013255,139.20446358239303,71910000
2024-02-01 00:00:00-05:00,141.44376595073413,140.48834228515625,142.37929571349378,140.12009247642374,40466500
2024-02-02 00:00:00-05:00,138.59738014242862,141.70254516601562,141.94139350047044,135.85051799289596,62470600
2024-02-05 00:00:00-05:00,142.14044450127528,142.996337890625,144.7778292586984,142.10062632407735,38505400
